STN Code,Sampling Date,Month,Sampling Time,Stn Name,Type Water Body,Name Of Water Body,River Basin,District,State Name,Mon Agency,Frequency,Major Polluting Sources,Use Based Class, Visibility Effluent Discharge,Weather,Approx Depth,Human Activities,Floating Matter,Color,Odor,Flow,Temperature,Dissolved O2,pH,Conductivity,BOD,Nitrate N,Nitrite N,Fecal Coliform,Total Coliform,Fecal Streptococci,Turbidity,Phenophelene Alkanity,Total Alkalinity,Chlorides,COD,Total Kjeldahl N,Amonia N,Hardness CaCo3,Calcium CaCo3,Magnesium CaCo3,Sulphate,Sodium,Total Dissolved Solids,Total Fixed Solids,Total Suspended Solids,Phosphate,Boron,Potassium,Flouride,latitude,longitude
1312,07-03-2025,Jul,14:45:00,"Godavari river at Jaikwadi Dam, Village. Paithan, Taluka. Paithan, District.Ch. Sambhaji Nagar.",River,Godavari,Godavari,Ch. Sambhaji Nagar,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,1,28,7.2,8.6,607,2.2,0.44,NA,1.8(BDL),25,1.8(BDL),1.06,5(BDL),160,65.48,8,2.24,0.92,130,64,66,76.9,59.8,496,447,10(BDL),0.82,0.51,3.35,0.68,19°29.263',75°22.272'
2158,07-03-2025,Jul,14:00:00,"Godavari river at U/s of Paithan at Paithan intake pump house, Village. Jayakwadi, Taluka. Paithan, District. Ch. Sambhaji Nagar.",River,Godavari,Godavari,Ch. Sambhaji Nagar,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,3,28,6.3,8.6,610,3.6,0.43,NA,1.8(BDL),20,1.8(BDL),1.3,6,160,66.48,16,1.68,1.33,140,72,68,95.5,63.43,493,444,10(BDL),0.98,0.54,3.3,0.97,19°30.887’,75°22.457’
2159,07-03-2025,Jul,16:00:00,"Godavari river at D/s of Paithan at Pathegaon bridge, Village. Pathegaon, Taluka. Paithan, District. Ch. Sambhaji Nagar.",River,Godavari,Godavari,Ch. Sambhaji Nagar,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,3,28,7.4,8.6,613,2.2,0.41,NA,1.8(BDL),13,1.8(BDL),1.01,5(BDL),160,64.98,8,2.8,1.18,150,70,80,61.5,59.78,509,459,11,0.9,0.53,3.36,0.55,19°28.835’,75°23.835’
2160,07-03-2025,Jul,13:00:00,"Godavari river at U/s of Aurangabad Reservoir,Kaigaon Tokka near Kaigaon bridge,Village. Kaigaon,Taluka. Gangapur,District. Ch. Sambhaji Nagar.",River,Godavari,Godavari,Ch. Sambhaji Nagar,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,3,28,5.7,8.6,611,4.2,0.43,NA,1.8(BDL),17,1.8(BDL),1.8,5(BDL),142,65.98,16,3.36,1.6,140,70,70,79.04,61.75,515,464,11,0.87,0.56,3.43,0.67,19°37.463’,75°01.490’
2161,07-09-2025,Jul,14:15:00,"Godavari river at Jalna Intake water pump house, Village. Shahabad, Taluka. Ambad, District. Jalna.",River,Godavari,Godavari,Jalna,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,1.5,30,6.4,8.4,989,3,1.34,NA,1.8(BDL),21,1.8(BDL),1.88,6,140,112.96,12,2.24,1.14,238,102,136,232.7,111.8,806,726,19,0.8,0.56,5.83,0.56,19°21.392’,75°42.870’
2657,07-03-2025,Jul,14:00:00,"Bindusara river at Beed, near intake water pump house at Dam, Village. Paligaon, Taluka. Beed, District. Beed.",River,Bindusara,Bindusara,Beed,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,1,30,7.2,8.4,350,2.2,0.94,NA,1.8(BDL),21,1.8(BDL),1.03,6,162,13,8,2.24,1.69,140,72,68,79.04,23.68,309,279,33,0.99,0.52,1.83,0.66,18° 54.922’,75° 44.236’
2157,07-02-2025,Jul,06:00:00,"Godavari river at Latur water intake near Pump house. Village. Dhamegaon, Taluka. Kalumb, District. Dharashiv",River,Godavari,Godavari,Latur,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),None,Cloudy,Less than 50cm,Fishing,Yes,Light Brown,None,1,21,6.5,8.2,457,3.8,0.79,NA,1.8(BDL),16,1.8(BDL),1.44,5(BDL),160,38.99,16,1.68,0.67,130,60,70,36.36,30.72,383,345,11,1.84,0.51,3.55,0.67,18°33.243’,76°08.899’
2673,07-02-2025,Jul,07:00:00,"Manjra river at D/s of Latur, near Latur. Nanded bridge, Village. Bhatkheda, Taluka. Latur, District. Latur.",River,Manjara,Manjara,Latur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,A (Drinking Water source without conventional treatment but after disinfection),Muncipal Sewage,Cloudy,Less than 50cm,Washing,Yes,Clear,None,1,20,5.8,8,610,4.2,2.4,NA,1.8(BDL),21,1.8(BDL),1.23,5(BDL),160,75.98,20,2.8,0.64,170,80,90,51.46,46.44,502,452,32,0.45,0.52,5.05,0.55,18° 25.826’,76° 40.253’
1209,07-03-2025,Jul,06:45:00,"Godavari river at Raher, Village.Raher, Taluka. Nayagaon, District. Nanded.",River,Godavari,Godavari,Nanded,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Fishing,Yes,Clear,None,0,16,5.6,8.3,682,4.2,0.9,NA,1.8(BDL),14,1.8(BDL),1.52,5(BDL),150,66.98,20,3.36,0.49,150,60,90,99.72,64.26,557,502,13,0.97,0.55,4.03,0.39,18°53.781’,77°40.660’
1210,07-03-2025,Jul,09:00:00,"Godavari river near Intake water pump house, Village. Vishnupuri, Taluka. Nanded, District. Nanded.",River,Godavari,Godavari,Nanded,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Bathing,Fishing,Boating,Tourism Spot",Yes,Clear,None,0,18,6.3,8.2,674,3.6,0.85,NA,1.8(BDL),30,1.8(BDL),1.47,6,162,63.98,16,2.24,0.83,180,82,98,94,64.54,556,501,10(BDL),1.05,0.53,4.07,0.81,19°07.611’,77°16.763’
5992,07-03-2025,Jul,11:00:00,"Asna River, Dist- Nanded",River,NA,NA,Nanded,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Washing,Yes,Clear,None,0,20,6.8,8.3,679,3.2,0.88,NA,1.8(BDL),17,1.8(BDL),1.27,5(BDL),180,66.98,12,3.92,0.61,160,78,82,47.76,61.52,563,507,27,0.98,0.52,4.11,0.63,19.175556,77.350556
12,07-04-2025,Jul,09:30:00,"Godavari river at Dhalegaon, Village. Dhalegaon, Taluka. Pathari,  District. Parbhani.",River,Godavari,Godavari,Parbhani,Maharashtra,Maharashtra PCB,Monthly,None,"E (Irrigation, industrial cooling and controlled waste)",None,Clear,Greater than 100cm,Cultivation,Yes,Clear,None,0,18,6.2,7.9,651,2.2,7.1,NA,1.8(BDL),35,1.8(BDL),1.31,6,270,18.99,8,1.68,0.42,210,102,108,46.8,32.38,538,485,10(BDL),0.97,0.5(BDL),1(BDL),0.42,19°13.524’,76°21.854’
5991,07-04-2025,Jul,11:20:00,"Purna River, Yeldari dam, Dist- Parbhani",River,NA,NA,Parbhani,Maharashtra,Maharashtra PCB,Monthly,None,C (Drinking water source),None,Clear,Greater than 100cm,Cultivation,Yes,Clear,None,0,18,6.2,8.1,429,3.8,0.78,NA,1.8(BDL),25,1.8(BDL),1.3,6,140,33.99,16,3.92,1.63,130,60,70,72.54,33.99,359,324,10(BDL),1.05,0.56,3.62,0.54,19.72034,76.73189
1153,07-07-2025,Jul,12:15:00,"Krishna river at Rajapur Weir, Village. Rajapur, Taluka. Shirol, District. Kolhapur.",River,Krishna,Krishna,Kolhapur,Maharashtra,Maharashtra PCB,Monthly,None,No Information,None,Clear,Less than 50cm,"Bathing,Washing,Fishing,Others",No,Clear,None,0,29,6.7,7.7,107,3,1.11,NA,6.8,25,1.8(BDL),1(BDL),5(BDL),50,12.65,12,2.24,0.79,46.6,28,18.6,7.44,6,79,60.2,11,0.2(BDL),NA,1(BDL),0.2(BDL),16°37.717 ’,74°39.893’
1310,07-07-2025,Jul,05:00:00,"Krishna river at Kurundwad near Santaji Ghorpade Ghat , Village.Narshingwadi, Kurundwad, Taluka. Shirol, District. Kolhapur.",River,Krishna,Krishna,Kolhapur,Maharashtra,Maharashtra PCB,Monthly,None,No Information,None,Clear,Less than 50cm,"Bathing,Washing,Fishing,Others",No,Clear,None,0,28,6.5,7.8,117,3,0.97,NA,6.1,26,1.8(BDL),1.4,5(BDL),56,13.05,16,3.36,1.06,58.4,30.2,28,6.82,6.4,92,66.3,10(BDL),0.2(BDL),NA,1(BDL),0.44,16°41.276’,74°36.055’
1904,07-07-2025,Jul,09:30:00,"Panchaganga river at U/s of Kolhapur town near Balinga Pumping station, Village.Balinga, Taluka. Karvir, District. Kolhapur.",River,Panchganga,Panchganga,Kolhapur,Maharashtra,Maharashtra PCB,Monthly,None,No Information,None,Clear,Less than 50cm,"Bathing,Washing,Fishing,Others",No,Clear,None,0,29,6.8,7.8,104,3,1.08,NA,5.6,25,1.8(BDL),1(BDL),5(BDL),48,12.6,12,2.8,0.98,43.6,32,11.6,7.15,6,78,58.7,12,0.2(BDL),NA,1(BDL),0.73,16°41.553',74°09.973'
1905,07-07-2025,Jul,01:00:00,"Panchaganga river at D/s of Kolhapur town at Gandhi nagar near NH.4 bridge and MIDC, Village. Uchegaon, Taluka. Kolhapur, District. Kolhapur.",River,Panchganga,Panchganga,Kolhapur,Maharashtra,Maharashtra PCB,Monthly,Plastic Waste,No Information,Muncipal Sewage,Clear,Less than 50cm,"Bathing,Washing,Fishing,Others",No,Clear,None,0,29,6.6,7.8,108,3,1.12,NA,6.1,24,1.8(BDL),1(BDL),5(BDL),48,11.45,16,1.68,0.64,49,30.2,18,7.01,5.2,84,62.3,12,0.2(BDL),NA,1(BDL),0.2(BDL),16°42.697',74°16.822'
2163,07-07-2025,Jul,05:30:00,"Panchaganga river at Shirol near Shirol Intake well, Village. Shirol, Taluka. Shirol, District. Kolhapur.",River,Panchganga,Panchganga,Kolhapur,Maharashtra,Maharashtra PCB,Monthly,None,No Information,None,Clear,Less than 50cm,"Bathing,Washing,Fishing,Others",No,Clear,None,0,28,6.5,7.6,123,3,0.96,NA,6,25,1.8(BDL),1(BDL),5(BDL),56,13.8,20,2.8,0.85,59.2,36.6,22.6,7.01,6.4,98,69,11,0.2(BDL),NA,1(BDL),1.42,16º43.313',74º35.672'
1311,07-07-2025,Jul,03:55:00,"Panchaganga river at Ichalkaranji near MIDC  intake well. Village. Shiradhwad  (Ichalkaranji ghat), Taluka.Hatkanangale, District. Kolhapur.",River,Panchganga,Panchganga,Kolhapur,Maharashtra,Maharashtra PCB,Monthly,None,No Information,None,Clear,Less than 50cm,"Bathing,Washing,Fishing,Others",No,Clear,None,0,29,6.5,7.7,117,2.8,0.88,NA,9.2,33,1.8(BDL),1(BDL),5(BDL),52,13.2,24,2.24,0.79,48.4,37.2,11,5.73,6.2,83,67.5,10(BDL),0.2(BDL),NA,1(BDL),0.39,16°39.950’,74°28.495’
5986,07-07-2025,Jul,10:30:00,"Haladi River, Dist-Kolhapur",River,NA,NA,Kolhapur,Maharashtra,Maharashtra PCB,Monthly,Plastic Waste,No Information,None,Clear,Less than 50cm,"Bathing,Washing,Fishing,Others",No,Clear,None,0,29,6.6,7.8,103,3,1.08,NA,6.1,26,1.8(BDL),1(BDL),5(BDL),48,12.45,16,3.36,1.06,42,32,10,6.01,72,11,60.5,11,0.2(BDL),NA,1(BDL),0.2(BDL),16.5833,74.15
5987,07-07-2025,Jul,04:30:00,"Panchaganga River, Terwad bandhara, Dist- Kolhapur",River,NA,NA,Kolhapur,Maharashtra,Maharashtra PCB,Monthly,None,No Information,None,Clear,Less than 50cm,"Bathing,Washing,Fishing,Others",No,Clear,None,0,29,6.4,7.6,123,2.8,0.87,NA,9.3,34,1.8(BDL),1(BDL),5(BDL),48,12.65,12,3.36,1.13,51.4,32.6,18,5.31,6.2,80,68,11,0.2(BDL),NA,1(BDL),0.44,16.67253,74.572223
37,07-03-2025,Jul,16:50:00,"Krishna river at Maighat, Village. Gawali gally, Taluka. Miraj,  District. Sangli.",River,Krishna,Krishna,Sangli,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,No,Muddish,Odor Free,0,25,7.1,8.4,1589,3,1.06,NA,8.3,27,1.8(BDL),2.1,5(BDL),66,15.25,24,1.68,0.59,74.6,51.2,23.4,7.69,7,108,92,12,0.2(BDL),NA,1(BDL),0.41,16°51.710’,74°33.459 ’
1906,07-03-2025,Jul,07:30:00,"Krishna river at Walwa, D/s of Islampur near Vithal Temple, Village. Walwa, Taluka. Walwa, District. Sangli.",River,Krishna,Krishna,Sangli,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,No,Muddish,Odor Free,0,25,6.9,8.4,2461,3.2,1.18,NA,6.8,25,1.8(BDL),1.3,5(BDL),100,18.89,16,1.68,0.56,98,60,38,12.07,9.2,161,139,11,0.2(BDL),NA,1.16,0.44,17°01.674,74°22.131'
5988,07-03-2025,Jul,18:35:00,"Krishna River at nagthane KT weir, nagthane, Tal-Walwa, Dist-Sangli",River,NA,NA,Sangli,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,No,Muddish,Odor Free,0,25,6.6,8.4,2401,3,1.18,NA,8.1,33,1.8(BDL),1.2,5(BDL),92,17.09,16,2.24,0.81,98,61.4,36.6,9.77,8,162,135,12,0.2(BDL),NA,1(BDL),0.2(BDL),17.02545,74.39523
5989,07-03-2025,Jul,16:55:00,"Krishna River at krishna ghat, miraj Dist-Sangli",River,NA,NA,Sangli,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,No,Muddish,Odor Free,0,25,6.7,8.3,171,3.2,1.13,NA,8.3,34,1.8(BDL),1(BDL),5(BDL),78,13.8,12,2.8,1.02,71.4,55.4,16,8.42,6.5,113,95,12,0.2(BDL),NA,1(BDL),0.2(BDL),16.78852,74.6315
5990,07-03-2025,Jul,17:20:00,"Krishna River at new haripur bridge, Tal- Miraj, Dist-Sangli",River,NA,NA,Sangli,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,No,Muddish,Odor Free,0,25,7.2,8.3,170,2.8,1.09,NA,6.8,27,1.8(BDL),1(BDL),5(BDL),74,12.45,12,2.24,0.93,67.6,49.2,18.4,7.25,6,111,94,11,0.2(BDL),NA,1(BDL),0.2(BDL),16.84793,74.53857
2164,07-03-2025,Jul,11:30:00,"Vashishti river at U/s of Three M Paper Mills near M/s Multifilms Plastic  Pvt. Ltd ., Village. Kherdi, Taluka. Chiplun, District. Ratnagiri.",River,Vashisthi,Vashisthi,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,NA,7,7.7,80,2.8,0.34,NA,8.1,24,1.8(BDL),1.1,NA,38,9.5,20,3.92,1.14,35,18.6,16.4,5.31,5(BDL),62,46.1,11,0.2(BDL),NA,1(BDL),1.28,17°31.513’,73°33.057’
2713,07-03-2025,Jul,11:40:00,"Vashishti river at D/s of Three M Paper Mills near Chiplun water intake  jackwell,  Village. Kherdi, Taluka. Chiplun, District. Ratnagiri.",River,Vashisthi,Vashisthi,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,NA,6.7,7.8,82,3.2,0.41,NA,6.1,21,1.8(BDL),1(BDL),5(BDL),38,10.25,24,2.8,0.96,45.8,21,24.8,5.24,5(BDL),72,46.8,10(BDL),0.2(BDL),NA,1(BDL),0.46,17° 39.567’,73° 32.357’
2714,07-03-2025,Jul,11:50:00,"Vashishti river at U/s of Pophali near Konphansawane bridge, Village. Pophali, Taluka. Chiplun, District. Ratnagiri.",River,Vashisthi,Vashisthi,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,NA,6.8,7.7,65,3,0.3(BDL),NA,8.2,32,1.8(BDL),1(BDL),5(BDL),28,11.85,16,3.92,1.23,28,18.6,9.4,6.12,5(BDL),54,37.8,12,0.2(BDL),NA,1(BDL),0.2(BDL),17° 26.266’,73° 39.420’
2804,07-03-2025,Jul,12:15:00,"Karambavane creek at Chiplun, Village. Karambavane, Taluka. Chiplun, District. Ratnagiri.",Creek,Karambavane,Karambavane,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,NA,6.5,7.6,126,3.2,0.4,NA,6,24,NA,1(BDL),5(BDL),40,20.04,16,3.36,1.24,44.2,25.6,18.6,5.64,9,86,73,10(BDL),0.2(BDL),NA,1.12,0.4,17° 34.867’,73° 25.913’
2676,07-01-2025,Jul,16:10:00,"Muchkundi river at Waked, Ratnagiri, near M/s Asahi India Glass Ltd., Village. Waked, Taluka. Lanja, District. Ratnagiri.",River,Muchkundi,Muchkundi,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,None,C (Drinking water source),None,Clear,50-100cm,Idol Emersion Wading,Yes,Clear,Odor Free,0,27,6.8,7.7,65,2.8,0.32,NA,5.6,25,1.8(BDL),1.2,5(BDL),40,11.25,12,2.24,1.26,24,16,8,5.12,5(BDL),55,47,12,0.2(BDL),NA,1(BDL),0.35,16° 46.450’,73° 34.968’
2813,07-02-2025,Jul,10:45:00,"Sea Water at Ganapathipule, Village. Ganapatipule, Taluka. Ratnagiri,  District. Ratnagiri.",Sea,Ganptipule,Ganptipule,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,None,B (Outdoor bathing(Organized)),None,Clear,50-100cm,"Bathing,Fishing,Boating,Tourism Spot,Idol Emersion Wading",Yes,Clear,Odor Free,0,27,5.9,8.2,43700,16,0.65,NA,14,94,NA,2,16,100,13495.82,248,3.92,1.37,5620,1070,4550,2224,6400,30800,25260,10(BDL),0.2(BDL),NA,212,3,17° 08.721’,73° 15.930’
2814,07-01-2025,Jul,14:05:00,"Sea water at Bhagwati Bunder, Ratnagiri near Ultra Tech Cement Jetty , Village. Mirkarwada, Taluka. Ratnagiri, District. Ratnagiri.",Sea,Bhagwati Bundar,Bhagwati Bundar,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,00-01-1900,B (Outdoor bathing(Organized)),Muncipal Sewage,Clear,50-100cm,"Bathing,Fishing,Boating,Tourism Spot,Idol Emersion Wading",Yes,Clear,Odor Free,0,27,5.7,8.2,43900,14,0.6,NA,20,110,NA,1(BDL),12,106,14320.56,256,2.8,1.03,5920,1050,4870,2234.9,6800,30240,25260,12,0.2(BDL),NA,226,3.4,16° 59.932’,73° 16.349’
2815,07-01-2025,Jul,13:30:00,"Madvi sea water at Ratnagiri near Jodhale Maruti Temple,  Village. Madvigaon, Taluka. Ratnagiri, District. Ratnagiri.",Sea,Mandvi,Mandvi,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,B (Outdoor bathing(Organized)),Muncipal Sewage,Clear,50-100cm,"Bathing,Fishing,Boating,Tourism Spot,Idol Emersion Wading",Yes,Clear,Odor Free,0,27,6.4,8,6810,6,0.41,NA,11,58,NA,2.4,5(BDL),50,2764.14,84,2.8,1.04,824,232,592,1037.25,1300,6100,4022,11,0.2(BDL),NA,62,2.25,16° 59.312’,73° 17.055’
2790,07-01-2025,Jul,14:35:00,"Pimpal.Paneri nalla at Ratnagiri near Finolex Industries, Village. Yahganigaon, Taluka. Ratnagiri, District. Ratnagiri.",Nala,Pimpal Paneri,Pimpal Paneri,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,None,No Information,None,Clear,50-100cm,Others,Yes,Clear,Odor Free,0,27,6.7,8,541,3,0.59,NA,4.5,22,NA,1.6,5(BDL),68,135.76,12,3.36,1.06,45.4,32,13.4,5.89,60,369,309,10(BDL),0.2(BDL),NA,2.16,0.2(BDL),16° 55.175’,73° 17.944’
2199,07-01-2025,Jul,11:10:00,"Savitri river at Ovale village, Village. Ovale, Taluka. Mahad, District. Raigad.",River,Savitri,Savitri,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Fishing,Yes,Clear,None,0,28,6.2,7.8,191,3,0.7,NA,6,21,1.8(BDL),1.6,5(BDL),36,37.04,12,2.24,0.85,60.6,38.4,22.2,9.37,18,130,111,11,0.2(BDL),NA,1.12,0.27,18°04.239’,73°19.942’
2701,07-01-2025,Jul,12:50:00,"Savitri river Jackwell at Upsa kendre , Village. Nangalwadi, Taluka. Mahad, District. Raigad.",River,Savitri,Savitri,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Fishing,Yes,Clear,None,0,28,7.1,7.6,117,3,0.41,NA,6,26,1.8(BDL),2.2,5(BDL),40,13.25,16,3.92,1.21,49,31,18,5.02,6,80,70,11,0.2(BDL),NA,1(BDL),0.43,18° 05.515’,73° 27.943’
2702,07-01-2025,Jul,12:20:00,"Savitri river at Shedav Dov, Village. Shedav Dov, Taluka. Mahad, District. Raigad.",River,Savitri,Savitri,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Washing,Fishing",Yes,Clear,None,0,28,7.3,7.8,98,3,0.35,NA,6.1,27,1.8(BDL),1(BDL),5(BDL),38,11.85,12,3.36,1.04,44.2,23.2,21,5.24,5(BDL),74,64.4,10(BDL),0.2(BDL),NA,1(BDL),1.18,18° 05.177’,73° 26.613’
2703,07-01-2025,Jul,11:55:00,"Savitri river at Dadli road bridge, Village. Dadli, Taluka. Mahad, District. Raigad.",River,Savitri,Savitri,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Fishing,Yes,Clear,None,0,28,7.5,7.7,119,2.8,0.45,NA,6.1,24,1.8(BDL),1(BDL),5(BDL),46,13.6,16,2.24,0.84,46.6,26,20.6,5.12,6,79,67,10(BDL),0.2(BDL),NA,1(BDL),0.32,18° 04.455’,73° 25.237’
2704,07-01-2025,Jul,11:35:00,"Savitri river at Muthavali village,  Village. Muthavali, Taluka. Mahad, District. Raigad.",River,Savitri,Savitri,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Fishing,Yes,Clear,None,0,28,7.5,7.9,102,2.8,0.38,NA,6.8,25,1.8(BDL),1.2,5(BDL),44,11.1,12,1.5(BDL),0.4,45,23.2,21.8,5.03,5(BDL),71,60.4,10(BDL),0.2(BDL),NA,1(BDL),0.92,18° 04.317’,73° 23.647’
5996,07-01-2025,Jul,16:20:00,"Ulhas river neral, Tal- Karjat, Dist- Raigad",River,NA,NA,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Bathing,Washing,Gardening,Others",Yes,Clear,None,0,29,7.1,7.8,147,2.6,0.56,NA,1.8(BDL),120,1.8(BDL),12.9,5(BDL),56,6.54,8,1.5(BDL),0.4,48,32,16,5(BDL),5(BDL),124,109,22,0.22,0.5(BDL),1(BDL),0.2(BDL),18.73856,73.32371
5997,07-03-2025,Jul,18:25:00,"Kundalika river , kolad, Dist- Raigad",River,NA,NA,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Bathing,Washing,Gardening,Others",Yes,Clear,None,0,28,7,7.6,89,2.2,0.39,NA,6,140,1.8(BDL),3.13,5(BDL),34,7.5,8,1.5(BDL),0.4,36,18,18,5(BDL),5(BDL),76,67,10(BDL),0.38,0.5(BDL),1(BDL),0.2(BDL),18.411402,73.2122
2165,07-07-2025,Jul,11:30:00,"Sea water at Gateway of India, Village. Colaba, Taluka. Colaba, District. Mumbai.",Sea, Gate Way of India, Gate Way of India,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0,28,5.3,8.5,26910,10,1.5,NA,84,430,NA,10.3,5(BDL),110,10973.9,104,2.24,0.4,3480,620,2860,667,6356,22875,20128,62,0.2(BDL),0.92,336,0.49,18°55.348’,72°50.081’
2166,07-07-2025,Jul,12:30:00,"Sea water at Charni road choupathy, Village. Girgaon, Taluka. Mumbai, District. Mumbai.",Sea,Churni Road,Churni Road,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0,28,5.5,8.1,26770,9,1.5,NA,94,540,NA,10.26,5(BDL),130,10369.83,76,3.36,0.4,3320,640,2680,1436,6256,22754,20023,65,0.26,1,352,0.47,18°56.977’,72°49.127’
2167,07-07-2025,Jul,14:30:00,"Sea water at Worli seaface, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,Worli Seaface,Worli Seaface,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0,28,5.4,7.9,26790,9,1.44,NA,110,540,NA,10.4,5(BDL),102,11376.61,64,3.36,0.4,3400,740,2660,1724,6537,24775,22102,71,0.2(BDL),1.14,378,0.49,18°59.820’,72°48.722’
1318,07-08-2025,Jul,08:00:00,"Mahim creek at Mahim Bay, Village. Mahim, Taluka. Mumbai, District. Mumbai.",Creek,Mahim Creek,Mahim Creek,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0,28,5,8,24200,8,1.74,NA,210,1600,NA,10.09,5(BDL),144,10470.51,56,2.24,0.4,3180,620,2560,1349.5,6355,22570,19104,45,0.2(BDL),1.17,348,0.46,19° 02’,72° 48’
