STN Code,Sampling Date,Month,Sampling Time,Stn Name,Type Water Body,Name Of Water Body,River Basin,District,State Name,Mon Agency,Frequency,Major Polluting Sources,Use Based Class, Use of Water in Down Stream, Visibility Effluent Discharge,Weather,Approx Depth,Human Activities,Floating Matter,Color,Odor,Flow,Temperature,Dissolved O2,pH,Conductivity,BOD,Nitrate N,Fecal Coliform,Total Coliform,Fecal Streptococci,Turbidity,Phenophelene Alkanity,Total Alkalinity,Chlorides,COD,Total Kjeldahl N,Amonia N,Hardness CaCo3,Calcium CaCo3,Magnesium CaCo3,Sulphate,Sodium,Total Dissolved Solids,Total Fixed Solids,Total Suspended Solids,Phosphate,Boron,Potassium,Flouride,Remark,latitude,longitude
2174,08-07-2025,Aug,16:00:00,"Wardha river at D/s of ACC Ltd. Ghuggus near WCL pump house, Village. Ghuggus, Taluka. Chandrapur, District. Chandrapur.",River,Wardha ,Wardha ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,None,0,22,6.7,8.4,518,3.8,3.79,110,220,1.8(BDL),1.1,14.4,208,27.49,16,2.24,0.79,210,115,95,35.8,35.8,380,315,58,0.2(BDL),0.5(BDL),2.7,0.2(BDL),NA,19°54.291’,79°06.894’
2175,08-05-2025,Aug,12:00:00,"Wainganga river at U/s of Gaurav Paper Mills, near jackwell,  Village. Bramhpuri, Taluka. Chandrapur, District. Chandrapur.",River,Wainganga ,Wainganga ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,None,0,NA,7,7.5,1614,4.5,ND,46,140,1.8(BDL),120,5(BDL),84,15,16,2.8,0.76,91.4,53,38.4,15.81,7.5,125,104,38,0.2(BDL),0.5(BDL),2.7,NA,NA,20°37.169’,79°51.408’
2176,08-05-2025,Aug,12:30:00,"Wainganga river at D/s of Gaurav Paper Mills, near jackwell,  Village. Bramhpuri, Taluka. Chandrapur, District. Chandrapur.",River,Wainganga ,Wainganga ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,None,0,NA,6.1,7.5,160,4.9,ND,170,280,1.8(BDL),95,5(BDL),80,15,20,2.8,0.78,82.8,49.8,33,15.81,6.7,120,98,62,ND,0.5(BDL),2.5,NA,NA,20°37.169’,79°56.408’
2697,08-06-2025,Aug,13:00:00,"Penganga river near water supply scheme of Umarkhed M.C., Village. Belkhed,Taluka. Umarkhed, District. Yavatmal.",River,Penganga ,Penganga ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,None,0,NA,7.1,8.4,494,3.6,2.55,70,140,1.8(BDL),1(BDL),17.6,257,28.49,12,2.24,0.73,262.2,160.6,101.6,36.22,42.7,368,309,18,ND,0.5(BDL),2.7,NA,NA,20° 23.559’,78° 07.934’
2698,08-06-2025,Aug,14:30:00,"Penganga river D/s of Isapur Dam, Village. Isapur,Taluka. Pusad,District. Yavatmal.",River,Penganga ,Penganga ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,None,0,21,6.8,8.4,701,3.7,1.33,33,39,1.8(BDL),1(BDL),14.2,199,71.48,12,2.24,0.72,237.4,137.6,99.8,77.78,76.8,470,390,14,0.2(BDL),0.5(BDL),3.6,0.2(BDL),NA,20° 23.559’,78° 07.934’
2719,08-07-2025,Aug,14:00:00,"Wardha river at D/s of Erai river at Hadasti near Arun Engg. Works, Village. Hadasti, Taluka. Chandrapur, District. Chandrapur.",River,Erai ,Erai ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,None,0,22,6.9,8.4,506,3.7,3.82,110,220,1.8(BDL),1(BDL),13.2,201,26.49,16,2.24,7.6,202.4,110.4,92,37.96,35.5,380,312,36,0.2(BDL),0.5(BDL),2.8,0.2(BDL),NA,19° 59.433’,79° 15.754’
2720,08-07-2025,Aug,13:20:00,"Wardha river at U/s of Erai river at Hadasti near Arun Engg. Works, Village. Hadasti, Taluka. Chandrapur, District. Chandrapur.",River,Erai ,Erai ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,None,0,21,7,8.3,486,3.5,3.81,49,79,1.8(BDL),1(BDL),11.8,206,27.49,12,2.8,0.72,212.2,110.2,102,36.22,41.3,378,313,28,0.2(BDL),0.5(BDL),2.8,0.2(BDL),NA,19° 59.263’,79° 06.907’
2721,08-07-2025,Aug,15:30:00,"Wardha river at U/s of ACC Ltd. Ghuggus near WCL pump house, Village. Ghuggus, Taluka. Chandrapur, District. Chandrapur.",River,Wardha ,Wardha ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,None,0,22,7,8.4,452,3.6,3.67,79,140,1.8(BDL),1(BDL),13.8,197,28.49,12,1.68,0.51,211,111.2,99.8,35.8,41.2,340,278,40,0.2(BDL),0.5(BDL),3.1,0.2(BDL),NA,19° 54.336’,79° 06.894’
1212,08-07-2025,Aug,12:15:00,"Wardha river at Rajura bridge, Village. Rajura, Taluka. Chandrapur, District. Chandrapur.",River,Wardha ,Wardha ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,None,0,20,7,8.4,467,3.3,3.83,79,110,1.8(BDL),1.1,12,204,28.49,8,2.24,0.74,209.8,115.2,94.6,37.96,39.2,355,301,34,0.2(BDL),0.5(BDL),3,0.2(BDL),NA,19° 48’,79° 23’
1095,08-05-2025,Aug,11:50:00,"Godavari river at U/s of Gangapur Dam, Village. Gangapur,Taluka. Nashik, District. Nashik.", Dam,Godavari ,Godavari ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Clear,Less than 50cm,Bathing,Yes,Clear,None,0,NA,4.3,8.2,183,4.4,1.4,12,79,1.8(BDL),29.3,5(BDL),26,8.5,20,1.5(BDL),0.4,36,16,20,11.72,6.7,152,138,54,0.84,0.5(BDL),1(BDL),0.2(BDL),NA,20°02.400 ’,73°40.751’
1096,08-05-2025,Aug,13:25:00,"Godavari river at Ramkund, Village. Panchavati, Taluka. Nashik, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,None,0,NA,4,7.6,310,6,2.56,13,150,1.8(BDL),36.5,5(BDL),66,19.49,24,1.5(BDL),0.4,84,46,38,66.92,12.29,253,224,42,0.75,0.5(BDL),1(BDL),0.2(BDL),NA,20°00.482’,73°47.542’
1211,08-05-2025,Aug,13:45:00,"Godavari river at D/s of Nashik near Amardham, Village. GadgebabaMaharaj Nagar, Taluka . Nashik, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,None,0,NA,4.1,8.6,311,6.2,2.65,17,220,1.8(BDL),6.4,5(BDL),66,18.49,20,1.5(BDL),0.4,86,46,40,64.06,11.93,244,220,49,0.94,0.5(BDL),1(BDL),0.2(BDL),NA,20°00.109’,73°47.842’
2177,08-05-2025,Aug,12:40:00,"Godavari river near Someshwar Temple, Village. Someshwar, Taluka. Nashik, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Clear,Less than 50cm,"Boating,Tourism Spot",Yes,Clear,None,0,NA,5.6,9.1,345,3,4.92,25,540,1.8(BDL),25.2,BDL,70,17.49,12,1.5(BDL),0.4,88,48,40,73.26,12.11,271,244,36,1.15,0.5(BDL),1(BDL),0.2(BDL),NA,20°01.391’,73°43.740’
2178,08-05-2025,Aug,12:55:00,"Chikhali nallah meets Godavari river, Village. Chikhali, Taluka. Nashik, District. Nashik.",Nala,Chikhali Nalla,Chikhali Nalla,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,NA,3,7.9,376,8.8,4.28,94,920,1.8(BDL),23,5(BDL),188,113.96,32,11.76,4.85,230,136,94,158.68,50.81,300,270,112,5.2,0.5(BDL),1(BDL),0.2(BDL),NA,20°01.022’,73°44.116’
2179,08-05-2025,Aug,13:15:00,"Godavari river at Hanuman Ghat, Village. Nashik city, Taluka. Nashik, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Clear,Less than 50cm,Bathing,Yes,Clear,None,0,NA,4.8,8.4,337,4.8,2.49,13,140,1.8(BDL),25,5(BDL),66,19.49,16,1.5(BDL),0.4,86,46,40,131.92,12.78,262,236,52,0.91,0.5(BDL),1(BDL),0.2(BDL),NA,20°00.546’,73°47.020’
2180,08-05-2025,Aug,14:45:00,"Godavari river at Tapovan,Village. Tapovan, Taluka. Nashik, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,None,0,NA,5.1,8.4,324,4.6,2.45,63,920,1.8(BDL),20.1,5(BDL),62,18.49,16,1.5(BDL),0.4,80,46,34,64.92,35.19,255,228,49,1.42,0.5(BDL),1(BDL),0.2(BDL),NA,20°00.007’,73°48.907’
2181,08-05-2025,Aug,14:50:00,"Godavari river at Kapila. Godavari confluence point,  Village. Tapovan, Taluka. Nashik, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,None,0,NA,4.8,7.8,715,8.6,1.4,63,920,1.8(BDL),15.8,5(BDL),154,46.49,28,19.92,7.34,186,110,76,225.8,11.73,575,519,142,3.68,0.5(BDL),1(BDL),0.2(BDL),NA,20°00.012’,73°48.914’
2182,08-05-2025,Aug,04:05:00,"Godavari river at Saikheda village,  Village. Saikheda, Taluka. Niphad, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,None,0,NA,5.4,8.5,317,3.2,2.53,17,240,1.8(BDL),6.8,BDL,60,24.49,12,1.5(BDL),0.4,80,42,38,58.12,13.69,251,223,33,2.16,0.5(BDL),1(BDL),0.2(BDL),NA,20°00.859’,74°00.350’
2183,08-05-2025,Aug,16:50:00,"Godavari river at Nandur.Madhmeshwar Dam, Village. Nandur, Taluka. Niphad, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,NA,5,9.3,334,4.4,2.72,12,94,1.8(BDL),16,5(BDL),66,25.49,16,1.5(BDL),0.4,84,46,38,69.78,15.72,267,241,61,1.42,0.5(BDL),1(BDL),0.2(BDL),NA,20°00.535’,74°07.948’
2660,08-04-2025,Aug,13:10:00,"Darna river at Chehedi water works (pumping station), Village. Chehedi, Taluka. Nashik, District. Nashik.",River,Darna ,Darna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,NA,4.7,7.9,363,5.4,2.77,12,170,1.8(BDL),10.3,5(BDL),60,19.99,20,1.5(BDL),0.4,76,40,36,50.9,14.34,277,246,71,0.94,0.5(BDL),1(BDL),0.2(BDL),NA,19° 55.873’,73° 51.429’
2661,08-04-2025,Aug,11:25:00,"Darna river at Aswali ( Darna Dam),Village. Aswali,Taluka. Igatpuri,District. Nashik.",River,Darna ,Darna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,NA,5.6,8,182,3.2,1.4,13,170,1.8(BDL),20.9,5(BDL),22,8,12,1.5(BDL),0.4,30,18,12,16.24,5.07,142,116,34,0.81,0.5(BDL),1(BDL),0.2(BDL),NA,19° 48.184’,73° 44.276’
2662,08-04-2025,Aug,12:05:00,"Darna river at MES site pumping station, Village. Bhagur, Taluka. Nashik, District. Nashik.",River,Darna ,Darna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,NA,5.4,8.1,223,4.8,1.65,15,220,1.8(BDL),4,5(BDL),30,11,16,1.5(BDL),0.4,42,24,18,18.34,6.74,172,151,43,1.41,0.5(BDL),1(BDL),0.2(BDL),NA,19° 52.114’,73° 49.662’
2663,08-04-2025,Aug,12:05:00,"Darna river at Bhagur pumping station near Pandhurli bridge, Village. Bhagur,Taluka. Nashik,District. Nashik.",River,Darna ,Darna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,NA,5.5,7.8,255,4.8,1.54,17,240,1.8(BDL),12,5(BDL),30,12,16,1.5(BDL),0.4,40,22,18,17.08,7.22,204,181,64,0.72,0.5(BDL),1(BDL),0.2(BDL),NA,19° 52.306’,73° 50.235’
2664,08-04-2025,Aug,12:40:00,"Darna river at Sansari, Village. Sansari,Taluka. Nashik,District. Nashik.",River,Darna ,Darna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,NA,4.6,7.1,210,5.6,2.23,17,220,1.8(BDL),11.2,BDL,36,15,20,1.5(BDL),0.4,50,28,22,24.6,10.02,187,140,58,0.72,0.5(BDL),1(BDL),0.2(BDL),NA,19° 54.350’,73° 50.546’
1253,08-05-2025,Aug,00:00:00,"Girna river at Malegaon road bridge, Village. Malegaon, Taluka. Malegaon, District. Nashik.",River,Girrna ,Girrna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dry river,20°32.106’,74°31.220’
1251,08-06-2025,Aug,13:00:00,"Tapi river at U/s, Bhusawal,Village. Bhusawal Railway Colony, Taluka. Bhusawal, District. Jalgaon.",River,Tapi ,Tapi ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,None,No Information,#N/A,None,Clear,Less than 50cm,Others,No,Clear,None,1,23,4.6,8.6,382,3.8,2.9,13,170,1.8(BDL),7.98,5(BDL),54,16,20,1.5(BDL),0.58,70,40,30,49.16,15.02,222,199,50,0.71,0.5(BDL),1(BDL),0.2(BDL),NA,21°03.671’,75°47.537’
1313,08-06-2025,Aug,15:00:00,"Tapi river at Ajnad village, Village.Ajnad , Taluka. Raver, District.Jalgaon.",River,Tapi ,Tapi ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,None,No Information,#N/A,None,Clear,Less than 50cm,Others,No,Clear,None,1,23,5.8,8.5,276,3.6,3,10,280,1.8(BDL),20.5,5(BDL),48,16,12,1.5(BDL),0.4,62,34,28,52.92,14.06,220,195,29,0.72,0.5(BDL),1(BDL),0.2(BDL),NA,21°14.696’,76°08.898’
2658,08-07-2025,Aug,00:00:00,"Bori river, D/S of Amalner, Village. Amalner, Taluka. Jalgaon, District. Jalgaon.",River,Bori ,Bori ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dry river,21º 03.360',75º 04.283'
2667,08-06-2025,Aug,00:00:00,"Hiwara river at  D/S of Pachora, Village. Pachora,Taluka. Jalgaon,District. Jalgaon.",River,Hiwara ,Hiwara ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dry river,20º 40.031',75º 21.464'
2674,08-07-2025,Aug,00:00:00,"Mor river  near Padalashe, Village. Padalashe,Taluka. Jalgaon, District. Jalgaon.",River,Mor ,Mor ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dry river,21º 06.455',75º 47.515'
2710,08-06-2025,Aug,00:00:00,"Titur river at  D/S of Chalisgaon, Village. Chalisgaon,Taluka. Jalgaon,District. Jalgaon.",River,Titur ,Titur ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dry river,20º 27.987',75º 01.165'
2718,08-06-2025,Aug,11:00:00,"Waghur river at. Sakegaon before Confluence with Tapi river, Village. Sakegaon,Taluka. Jalgaon,District. Jalgaon.",River,Waghur ,Waghur ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,None,No Information,#N/A,None,Clear,Less than 50cm,Others,No,Clear,None,1,23,5.4,8.7,665,3.6,0.66,13,79,1.8(BDL),21.9,5(BDL),136,109.97,12,1.5(BDL),0.4,170,100,70,168.3,51.85,533,477,18,0.66,0.5(BDL),1(BDL),0.2(BDL),NA,21º 05.592',75º 41.642'
1252,08-07-2025,Aug,11:50:00,"Girna river at Jalgaon at intake of Girna pump huose, Village. Girna pump house area, Taluka. Jalgaon, District. Jalgaon.",River,Girna ,Girna ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,None,No Information,#N/A,None,Clear,Less than 50cm,Others,No,Clear,None,1,23,5.2,8.7,575,4.4,1.11,17,540,1.8(BDL),13,5(BDL),116,92.97,16,1.5(BDL),0.4,144,84,60,101.4,35.72,462,414,33,0.48,0.5(BDL),1(BDL),0.2(BDL),NA,20°59.372’,75°30.942’
1314,08-05-2025,Aug,02:40:00,"Tapi river at Ubad village near Gujratborder, Village. Ubad, Taluka. Shahada, District. Nandurbar.",River,Tapi ,Tapi ,Dhule,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,22,4.2,8.1,305,6,2.74,14,220,1.8(BDL),26.4,5(BDL),54,22.49,20,1.68,0.68,70,40,30,67.18,19.22,247,221,69,0.95,0.5(BDL),1(BDL),0.2(BDL),NA,21°31.799’,74°19.149’
2652,08-05-2025,Aug,00:00:00,"Amravati river at D/s. of Dondaicha, Village. Dondaicha, Taluka. Dhule, District. Dhule.",River,Amravati ,Amravati ,Dhule,Maharashtra,Maharashtra PCB,Monthly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dry river,21º 19.688',74º 34.184'
2659,08-06-2025,Aug,00:00:00,"Burai river before confluence to Tapi river, Village. Mukudas, Taluka. Dhule, District. Dhule.",River,Burai ,Burai ,Dhule,Maharashtra,Maharashtra PCB,Monthly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dry river,21º 18.077',75º 47.818'
2666,08-05-2025,Aug,03:30:00,"Gomai river D/s. of Shahada, Village. Shahada,Taluka. Dhule,District. Dhule.",River,Gomai ,Gomai ,Dhule,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,22,4,7.7,320,8.8,2.67,17,280,1.8(BDL),25.8,5(BDL),56,39.99,28,1.5(BDL),0.4,76,42,34,19.75,19.75,252,229,78,0.88,0.5(BDL),1(BDL),0.2(BDL),NA,21º 32.744',74º 27.618'
2670,08-06-2025,Aug,11:40:00,"Kan river at Sakri water works, Village. Sakri, Taluka. Dhule, District. Dhule.",River,Kan ,Kan ,Dhule,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,18,5.2,8.3,268,4.2,2.6,21,540,1.8(BDL),47.1,5(BDL),48,32.49,16,1.5(BDL),0.4,62,34,28,25.08,11.07,211,186,44,0.83,0.5(BDL),1(BDL),0.2(BDL),NA,20º 59.642',74º 17.48'
2684,08-06-2025,Aug,11:00:00,"Panzara river, Near Panzarakan SSK Ltd, Village. Panzara,Taluka. Dhule, District. Dhule.",River,Panzara ,Panzara ,Dhule,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,18,5,8.3,264,4,2.6,26,210,1.8(BDL),30.1,5(BDL),46,29.99,16,1.5(BDL),0.4,60,34,26,24.34,11.06,209,191,49,0.83,0.5(BDL),1(BDL),0.2(BDL),NA,20º 57.405',74º 17.598'
1907,08-06-2025,Aug,01:30:00,"Rangavali river at D/s of Navapur near Rangavali bridge, Village. Navapur, Taluka. Navapur, District. Nandurbar.",River,Rangavali ,Rangavali ,Dhule,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,20,5.2,8.3,281,4,1.83,20,350,1.8(BDL),11.8,5(BDL),50,10.5,12,1.5(BDL),0.4,64,36,28,28.76,9.67,228,205,42,1.02,0.5(BDL),1(BDL),0.2(BDL),NA,21°09.794',73°47.211'
1463,08-07-2025,Aug,10:30:00,"Nira river at Sarola bridge, Village. Sarola, Taluka.Bhor, District. Pune.",River,Nira ,Nira ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),#N/A,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,27.5,4.5,7.9,236,6.2,0.6,9.2,540,1.8(BDL),1(BDL),42,20(BDL),15.15,16,1.5(BDL),0.4,68,32,36,6.71,8.75,187,155,11,0.2(BDL),0.9,1(BDL),0.2(BDL),NA,18°10.588',73°57.287 '
2191,08-05-2025,Aug,13:45:00,"Mutha river at Sangam bridge near Ganapathyghat, Village . Shivaji Nagar,  Taluka. Pune, District. Pune.",River,Mutha ,Mutha ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),#N/A,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,27.5,2.4,7.5,529,27,2.36,79,1600,11,8.95,5(BDL),96,44.89,84,8.4,3.43,150,78,72,5(BDL),31.71,415,337,30,0.59,2.5,6.67,0.6,NA,18°31.815’,73°51.662’
2192,08-05-2025,Aug,12:30:00,"Mula - Mutha river at Mundhawa bridge,Village. Mundhawa,Taluka. Haweli,District. Pune.",River,Mula Mutha ,Mula Mutha ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),#N/A,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,27.5,4.1,7.4,486,12.5,0.7,41,1600,6,3.34,5(BDL),94,41.74,36,6.72,2.84,138,70,68,5(BDL),26.31,385,311,12,0.56,2.3,4.42,0.5,NA,18°32.206’,73°56.015’
2193,08-05-2025,Aug,15:45:00,"Mula river at Aundh bridge, Village. Aundhgaon,Taluka. Haweli, District. Pune.",River,Mula ,Mula ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),#N/A,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,27.5,4.1,7.4,414,7.2,0.61,120,1600,1.8(BDL),1.8,5(BDL),74,25.49,24,2.8,1.03,118,60,58,5(BDL),16.9,328,263,11,1.12,1.4,2.22,0.7,NA,18°34.049’,73°48.675’
2194,08-05-2025,Aug,16:05:00,"Mula river at Harrison bridge near Mula.Pawana sangam, Village. Bopodi,Taluka. Haweli, District. Pune.",River,Mula ,Mula ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),#N/A,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,27.5,4.4,7.7,411,7,0.52,240,1600,32,1.47,5(BDL),70,25.59,20,4.48,1.82,116,56,60,5.77,17.42,326,265,12,0.48,1.9,2.27,0.9,NA,18°34.462’,73°50.139’
2195,08-07-2025,Aug,12:10:00,"Nira river at D/s of Jubilant Organosis,  Village. Nimbut, Taluka. Baramati, District. Pune.",River,Nira ,Nira ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),#N/A,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,27.5,6.1,8.3,619,5,0.8,21,350,1.8(BDL),1(BDL),6,126,56.68,16,1.68,0.42,174,90,84,14.43,69.7,489,398,11,0.2(BDL),0.5(BDL),1(BDL),0.7,NA,18°06.093’,74°14.038’
